candidate_id,status,total_score,num_crossings_total,num_primitives_with_crossing,num_primitives_with_meaningful_jump,theta,a,Delta,omega_bar,k,lam,a_base_score,a_importance_weight,a_weighted_score,a_num_crossings,a_has_crossing,a_has_meaningful_jump,a_interior_crossing,a_clean_gap_slope,a_extra_crossings,a_max_jump,a_max_gap_slope,a_max_gap_change,a_best_crossing_x,a_best_crossing_index_left,Delta_base_score,Delta_importance_weight,Delta_weighted_score,Delta_num_crossings,Delta_has_crossing,Delta_has_meaningful_jump,Delta_interior_crossing,Delta_clean_gap_slope,Delta_extra_crossings,Delta_max_jump,Delta_max_gap_slope,Delta_max_gap_change,Delta_best_crossing_x,Delta_best_crossing_index_left,lam_base_score,lam_importance_weight,lam_weighted_score,lam_num_crossings,lam_has_crossing,lam_has_meaningful_jump,lam_interior_crossing,lam_clean_gap_slope,lam_extra_crossings,lam_max_jump,lam_max_gap_slope,lam_max_gap_change,lam_best_crossing_x,lam_best_crossing_index_left,theta_base_score,theta_importance_weight,theta_weighted_score,theta_num_crossings,theta_has_crossing,theta_has_meaningful_jump,theta_interior_crossing,theta_clean_gap_slope,theta_extra_crossings,theta_max_jump,theta_max_gap_slope,theta_max_gap_change,theta_best_crossing_x,theta_best_crossing_index_left,k_base_score,k_importance_weight,k_weighted_score,k_num_crossings,k_has_crossing,k_has_meaningful_jump,k_interior_crossing,k_clean_gap_slope,k_extra_crossings,k_max_jump,k_max_gap_slope,k_max_gap_change,k_best_crossing_x,k_best_crossing_index_left,omega_bar_base_score,omega_bar_importance_weight,omega_bar_weighted_score,omega_bar_num_crossings,omega_bar_has_crossing,omega_bar_has_meaningful_jump,omega_bar_interior_crossing,omega_bar_clean_gap_slope,omega_bar_extra_crossings,omega_bar_max_jump,omega_bar_max_gap_slope,omega_bar_max_gap_change,omega_bar_best_crossing_x,omega_bar_best_crossing_index_left,error
1045,ok,227,4,4,4,2.476754048,0.120789594,0.214324856,0.534427287,0.328316303,0.150515558,17,3,51,1,1,1,0,1,0,2.519481527,0.101296864,0.006738817,0.108262712,0,22,3,66,1,1,1,1,1,0,1.223551077,17.26519731,0.570629402,1.388559322,40,22,3,66,1,1,1,1,1,0,0.614502268,0.014442365,0.000244786,0.194915254,11,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.614726908,0.003678635,4.99E-05,0.472881356,27,0,1,0,0,0,0,0,0,0,0,0,0,,,
1114,ok,227,4,4,4,2.324331915,0.159909471,0.158090753,1.782583528,0.644767061,0.233800072,17,3,51,1,1,1,0,1,0,0.743788732,0.003858075,0.00025666,0.241313559,2,22,3,66,1,1,1,1,1,0,1.283695974,0.172429381,0.005698937,1.520762712,44,22,3,66,1,1,1,1,1,0,0.148545818,0.001533951,2.60E-05,0.161016949,9,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.182867014,0.001081979,1.47E-05,0.391525424,21,0,1,0,0,0,0,0,0,0,0,0,0,,,
1253,ok,227,4,4,4,2.333045597,0.257939659,0.361514653,1.773636706,0.480216136,0.405436849,17,3,51,1,1,1,0,1,0,0.531560562,0.009092908,0.00060491,0.440889831,5,22,3,66,1,1,1,1,1,0,1.343612066,0.389380413,0.012869353,1.553813559,45,22,3,66,1,1,1,1,1,0,0.36181326,0.009052827,0.000153438,0.279661017,16,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.407940234,0.008036388,0.000108968,0.269491525,12,0,1,0,0,0,0,0,0,0,0,0,0,,,
1411,ok,227,4,4,4,2.069109699,0.077432937,0.133436133,0.805171103,0.135234551,0.994829443,17,3,51,1,1,1,0,1,0,0.453031629,0.009227814,0.000613884,0.307838983,3,22,3,66,1,1,1,1,1,0,1.20585865,0.400256726,0.013228824,0.463135593,12,22,3,66,1,1,1,1,1,0,0.287437334,0.004317185,7.32E-05,0.313559322,18,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.157478198,0.591551711,0.00802104,0.689830508,43,0,1,0,0,0,0,0,0,0,0,0,0,,,
1535,ok,227,4,4,4,2.0583351,0.114909366,0.118260715,0.815819207,0.71838266,0.164726167,17,3,51,1,1,1,0,1,0,1.448847064,0.004617196,0.000307161,0.174788136,1,22,3,66,1,1,1,1,1,0,1.199167829,0.062241376,0.00205713,0.727542373,20,22,3,66,1,1,1,1,1,0,0.212171914,0.001383279,2.34E-05,0.110169492,6,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.246999171,0.000882745,1.20E-05,0.418644068,23,0,1,0,0,0,0,0,0,0,0,0,0,,,
1551,ok,227,4,4,4,2.249513606,0.255127555,0.101810132,0.839348908,0.371222694,0.523109446,17,3,51,1,1,1,0,1,0,0.381883715,0.003670113,0.000244156,0.374364407,4,22,3,66,1,1,1,1,1,0,1.303941353,0.260643571,0.008614491,0.793644068,22,22,3,66,1,1,1,1,1,0,0.21348872,0.001828495,3.10E-05,0.398305085,23,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.242568622,0.00243008,3.30E-05,0.255932203,11,0,1,0,0,0,0,0,0,0,0,0,0,,,
1682,ok,227,4,4,4,1.862266712,0.121978084,0.257107545,1.962728266,0.270725025,0.329397124,17,3,51,1,1,1,0,1,0,0.845021214,0.023618768,0.001571249,0.174788136,1,22,3,66,1,1,1,1,1,0,1.342646829,0.389744076,0.012881372,1.785169492,52,22,3,66,1,1,1,1,1,0,0.247922881,0.005610713,9.51E-05,0.245762712,14,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.287682115,0.004674503,6.34E-05,0.188135593,6,0,1,0,0,0,0,0,0,0,0,0,0,,,
1699,ok,227,4,4,4,1.184825896,0.13118824,0.129085902,0.903355868,0.477187928,0.222347582,17,3,51,1,1,1,0,1,0,1.131419347,0.005918401,0.000393724,0.174788136,1,22,3,66,1,1,1,1,1,0,1.250128766,0.106556009,0.003521766,0.89279661,25,22,3,66,1,1,1,1,1,0,0.220945428,0.001871647,3.17E-05,0.177966102,10,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.249031594,0.000955202,1.30E-05,0.36440678,19,0,1,0,0,0,0,0,0,0,0,0,0,,,
1707,ok,227,4,4,4,1.100999234,0.251015547,0.273315893,1.772799975,0.528246145,0.400064458,17,3,51,1,1,1,0,1,0,0.506779738,0.00356239,0.00023699,0.374364407,4,22,3,66,1,1,1,1,1,0,1.317244758,0.272810468,0.009016617,1.487711864,43,22,3,66,1,1,1,1,1,0,0.264353407,0.002725303,4.62E-05,0.279661017,16,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.315572374,0.002703286,3.67E-05,0.310169492,15,0,1,0,0,0,0,0,0,0,0,0,0,,,
1784,ok,227,4,4,4,2.012574292,0.245801185,0.190233657,1.066574755,0.326514808,0.587542222,17,3,51,1,1,1,0,1,0,0.499123692,0.009829486,0.000653911,0.374364407,4,22,3,66,1,1,1,1,1,0,1.311113927,0.397051782,0.013122898,0.958898305,27,22,3,66,1,1,1,1,1,0,0.31697222,0.004668071,7.91E-05,0.398305085,23,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.361372634,0.006490088,8.80E-05,0.188135593,6,0,1,0,0,0,0,0,0,0,0,0,0,,,
1904,ok,227,4,4,4,1.506015088,0.309057174,0.248488117,2.246461958,0.436888272,0.341588132,17,3,51,1,1,1,0,1,0,0.677943727,0.009807786,0.000652467,0.241313559,2,22,3,66,1,1,1,1,1,0,0.350264219,0.001116092,3.69E-05,0.397033898,10,22,3,66,1,1,1,1,1,0,0.230801514,0.00255061,4.32E-05,0.381355932,22,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.2365692,0.000981106,1.33E-05,0.513559322,30,0,1,0,0,0,0,0,0,0,0,0,0,,,
1954,ok,227,4,4,4,1.993026827,0.275143185,0.162038655,0.836252409,0.488640492,0.370270711,17,3,51,1,1,1,0,1,0,0.632241664,0.009116675,0.000606491,0.307838983,3,22,3,66,1,1,1,1,1,0,1.316180298,0.156424877,0.005169975,0.859745763,24,22,3,66,1,1,1,1,1,0,0.316876134,0.003672406,6.22E-05,0.330508475,19,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.337752348,0.002637892,3.58E-05,0.405084746,22,0,1,0,0,0,0,0,0,0,0,0,0,,,
1974,ok,227,4,4,4,1.195416783,0.429774485,0.467989456,2.072485844,0.169793209,0.530451229,17,3,51,1,1,1,0,1,0,0.69249403,0.021114283,0.001404637,0.241313559,2,22,3,66,1,1,1,1,1,0,0.662845302,0.003673679,0.000121418,0.793644068,22,22,3,66,1,1,1,1,1,0,0.480623417,0.004454742,7.55E-05,0.703389831,41,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.465655231,0.005019414,6.81E-05,0.283050847,13,0,1,0,0,0,0,0,0,0,0,0,0,,,
1995,ok,227,4,4,4,1.53543592,0.082722008,0.091903533,1.218484906,0.224449229,0.509327922,17,3,51,1,1,1,0,1,0,0.647485857,0.007816881,0.000520021,0.174788136,1,22,3,66,1,1,1,1,1,0,1.237763616,0.370908761,0.012258849,0.826694915,23,22,3,66,1,1,1,1,1,0,0.13175346,0.001215724,2.06E-05,0.211864407,12,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.373340045,0.03554053,0.000481905,0.811864407,52,0,1,0,0,0,0,0,0,0,0,0,0,,,
373,ok,226,4,4,4,1.294524925,0.704899708,0.0568238,1.326499958,0.695664708,0.809330166,20,3,60,1,1,1,1,0,0,0.147890187,7.07E-05,4.70E-06,0.840042373,11,22,3,66,1,1,1,1,1,0,1.328741114,0.307079162,0.010149227,1.058050847,30,20,3,60,1,1,1,1,0,0,0.091063781,7.15E-05,1.21E-06,0.703389831,41,0,2,0,0,0,0,0,0,0,0,0,0,,,20,2,40,1,1,1,1,0,0,0.111342088,0.000110106,1.49E-06,0.554237288,33,0,1,0,0,0,0,0,0,0,0,0,0,,,
660,ok,226,4,4,4,1.333101773,0.268171431,0.067133499,2.295868549,0.584242049,0.678667291,20,3,60,1,1,1,1,0,0,0.158608598,0.000121648,8.09E-06,0.640466102,8,22,3,66,1,1,1,1,1,0,1.303266665,0.567769536,0.018765264,1.223305085,35,20,3,60,1,1,1,1,0,0,0.060011927,0.000141116,2.39E-06,0.313559322,18,0,2,0,0,0,0,0,0,0,0,0,0,,,20,2,40,1,1,1,1,0,0,0.106000225,0.000385469,5.23E-06,0.215254237,8,0,1,0,0,0,0,0,0,0,0,0,0,,,
960,ok,226,4,4,4,1.466929448,0.53825307,0.07403353,2.129582541,0.628964405,0.758318307,20,3,60,1,1,1,1,0,0,0.154003582,0.000118817,7.90E-06,0.773516949,10,22,3,66,1,1,1,1,1,0,1.339389621,0.752057808,0.024856148,1.487711864,43,20,3,60,1,1,1,1,0,0,0.085245196,0.00013102,2.22E-06,0.56779661,33,0,2,0,0,0,0,0,0,0,0,0,0,,,20,2,40,1,1,1,1,0,0,0.115284632,0.000258502,3.51E-06,0.405084746,22,0,1,0,0,0,0,0,0,0,0,0,0,,,
1216,ok,226,4,4,4,1.513129856,0.129857917,0.075571242,1.839461236,0.526148133,0.649843674,22,3,66,1,1,1,1,1,0,0.190533768,0.000301756,2.01E-05,0.573940678,7,22,3,66,1,1,1,1,1,0,1.207207065,0.427954885,0.014144272,0.76059322,21,20,3,60,1,1,1,1,0,0,0.070085238,0.000345252,5.85E-06,0.161016949,9,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,0.134182918,0.00097871,1.33E-05,0.106779661,0,0,1,0,0,0,0,0,0,0,0,0,0,,,
1261,ok,226,4,4,4,1.602837173,0.298983957,0.098501935,1.675662827,0.66411967,0.928069281,22,3,66,1,1,1,1,1,0,0.189016905,0.000167713,1.12E-05,1.039618644,14,22,3,66,1,1,1,1,1,0,1.253590801,0.475363939,0.015711181,0.76059322,21,20,3,60,1,1,1,1,0,0,0.107134489,0.000378989,6.42E-06,0.313559322,18,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,0.187856241,0.001689408,2.29E-05,0.161016949,4,0,1,0,0,0,0,0,0,0,0,0,0,,,
1268,ok,226,4,4,4,2.250574715,0.261579456,0.098289216,2.464861423,0.623727713,0.915064428,22,3,66,1,1,1,1,1,0,0.166565538,0.000184974,1.23E-05,1.039618644,14,22,3,66,1,1,1,1,1,0,1.283374132,0.744832025,0.02461733,0.958898305,27,20,3,60,1,1,1,1,0,0,0.07979917,0.000389688,6.60E-06,0.262711864,15,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,0.163451973,0.001465903,1.99E-05,0.133898305,2,0,1,0,0,0,0,0,0,0,0,0,0,,,
1353,ok,226,4,4,4,2.477724715,0.624964007,0.050665915,2.183413724,0.726281124,0.779475602,20,3,60,1,1,1,1,0,0,0.120792192,7.34E-05,4.89E-06,0.840042373,11,22,3,66,1,1,1,1,1,0,1.341509484,0.859839306,0.028418418,1.487711864,43,20,3,60,1,1,1,1,0,0,0.059442972,7.07E-05,1.20E-06,0.584745763,34,0,2,0,0,0,0,0,0,0,0,0,0,,,20,2,40,1,1,1,1,0,0,0.084115588,0.000157294,2.13E-06,0.472881356,27,0,1,0,0,0,0,0,0,0,0,0,0,,,
1743,ok,226,4,4,4,1.090154189,0.368726127,0.051544465,2.091828376,0.514829063,0.82904624,20,3,60,1,1,1,1,0,0,0.142951457,9.52E-05,6.34E-06,0.640466102,8,22,3,66,1,1,1,1,1,0,1.317855298,0.784113119,0.025915603,1.256355932,36,20,3,60,1,1,1,1,0,0,0.057364551,7.79E-05,1.32E-06,0.483050847,28,0,2,0,0,0,0,0,0,0,0,0,0,,,20,2,40,1,1,1,1,0,0,0.093617672,0.000209844,2.85E-06,0.255932203,11,0,1,0,0,0,0,0,0,0,0,0,0,,,
1803,ok,226,4,4,4,1.288767928,0.189183909,0.086047034,1.885595687,0.661048835,0.671039916,22,3,66,1,1,1,1,1,0,0.196290243,0.00019594,1.30E-05,0.640466102,8,22,3,66,1,1,1,1,1,0,1.223715855,0.374242143,0.01236902,0.826694915,23,20,3,60,1,1,1,1,0,0,0.078411866,0.00024322,4.12E-06,0.211864407,12,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,0.144204571,0.000938044,1.27E-05,0.147457627,3,0,1,0,0,0,0,0,0,0,0,0,0,,,
32,ok,224,8,5,5,2.190577202,0.102710655,0.482015164,1.902787659,0.680373744,0.750460093,22,3,66,1,1,1,1,1,0,0.512363681,0.000576403,3.83E-05,1.704872881,24,17,3,51,2,1,1,1,1,1,1.175473643,0.422664077,0.013969406,0.496186441,13,17,3,51,2,1,1,1,1,1,1.174428207,0.427364401,0.007243464,0.754237288,44,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.187983727,0.357184457,0.004843179,0.689830508,43,22,1,22,1,1,1,1,1,0,1.171079866,0.122557524,0.004154492,1.872881356,40,
156,ok,224,8,5,5,2.493628765,0.075757154,0.729705835,1.142360975,0.167975528,0.642960141,17,3,51,2,1,1,1,1,1,2.684838088,2.740525218,0.182314601,0.108262712,0,22,3,66,1,1,1,1,1,0,1.261188042,0.388732172,0.012847928,0.727542373,20,17,3,51,2,1,1,1,1,1,1.279604711,0.547443202,0.009278698,0.63559322,37,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.233644167,1.268068041,0.017194143,0.174576271,5,22,1,22,1,1,1,1,1,0,1.278082849,0.381815258,0.01294289,1.127118644,18,
1131,ok,224,8,5,5,1.554169641,0.109751181,0.358923868,0.90164917,0.337604123,0.85386234,17,3,51,2,1,1,1,1,1,3.718142434,7.122001646,0.473794177,0.108262712,0,22,3,66,1,1,1,1,1,0,1.164353725,0.29348526,0.009699937,0.397033898,10,17,3,51,2,1,1,1,1,1,1.184079648,0.369005778,0.006254335,0.974576271,57,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.195750187,0.37846451,0.005131722,0.391525424,21,22,1,22,1,1,1,1,1,0,1.087538199,0.3529073,0.011962959,0.788135593,8,
1432,ok,224,8,5,5,2.365001661,0.076773039,0.707602153,1.1113424,0.234246667,0.529409455,17,3,51,2,1,1,1,1,1,3.037922347,4.305191748,0.286404705,0.108262712,0,22,3,66,1,1,1,1,1,0,1.215454724,0.347631465,0.011489515,0.694491525,19,17,3,51,2,1,1,1,1,1,1.253876022,0.438076751,0.00742503,0.5,29,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.273582209,1.385643025,0.01878838,0.215254237,8,22,1,22,1,1,1,1,1,0,1.334040136,0.273483981,0.009270643,1.161016949,19,
1447,ok,224,8,5,5,2.37406805,0.118443133,0.543169005,1.157550892,0.421986981,0.640212516,17,3,51,2,1,1,1,1,1,4.583062229,15.87771655,1.056271821,0.108262712,0,22,3,66,1,1,1,1,1,0,1.187472649,0.322874808,0.010671286,0.562288136,15,17,3,51,2,1,1,1,1,1,1.204601421,0.484041382,0.008204091,0.669491525,39,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.216525082,0.464369101,0.00629653,0.445762712,25,22,1,22,1,1,1,1,1,0,1.224892209,0.250252461,0.008483134,1.127118644,18,
1540,ok,224,8,5,5,2.253082352,0.147650995,1.988721701,2.403711034,0.351193257,0.767640944,17,3,51,2,1,1,1,1,1,1.815443758,55.4171714,3.686650809,0.108262712,0,22,3,66,1,1,1,1,1,0,1.296940623,0.880116743,0.029088604,1.091101695,31,17,3,51,2,1,1,1,1,1,1.327080202,0.646330279,0.01095475,0.347457627,20,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.369020982,1.624815265,0.022031393,0.106779661,0,22,1,22,1,1,1,1,1,0,0.697265774,28.35244361,0.961099783,0.754237288,7,
1866,ok,224,8,5,5,1.336834925,0.088074141,0.834293301,1.260297186,0.361360404,0.376364501,17,3,51,2,1,1,1,1,1,3.822920068,4.31747931,0.287222141,0.108262712,0,22,3,66,1,1,1,1,1,0,1.216994033,0.2468911,0.00815996,0.826694915,23,17,3,51,2,1,1,1,1,1,1.235301757,0.33090599,0.005608576,0.36440678,21,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.249576665,0.3010842,0.004082498,0.350847458,18,22,1,22,1,1,1,1,1,0,1.252368387,0.184766354,0.006263266,1.262711864,22,
1987,ok,224,8,5,5,1.085962742,0.082007807,0.983882747,1.884189132,0.140699436,0.862131032,17,3,51,2,1,1,1,1,1,2.854830416,5.513970346,0.366819214,0.108262712,0,22,3,66,1,1,1,1,1,0,1.310850322,0.7594822,0.02510153,0.991949153,28,17,3,51,2,1,1,1,1,1,1.315891197,1.138725263,0.019300428,0.872881356,51,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.285678612,1.398096153,0.018957236,0.147457627,3,22,1,22,1,1,1,1,1,0,1.298439264,0.291876766,0.009894128,1.838983051,39,
89,ok,224,7,5,5,2.058749127,0.273016527,1.953987999,2.342915587,0.331344442,0.937824009,17,3,51,2,1,1,1,1,1,1.512798156,69.03903922,4.592851338,0.640466102,8,22,3,66,1,1,1,1,1,0,1.340922869,1.396558664,0.046157447,1.322457627,38,17,3,51,2,1,1,1,1,1,1.371989501,1.096083561,0.018577687,0.550847458,32,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,1.374321408,1.593844725,0.021611454,0.147457627,3,22,1,22,1,1,1,1,1,0,0.712599482,29.99130484,1.016654401,0.754237288,7,
268,ok,224,7,5,5,1.552901666,0.101587454,0.607734056,1.279312793,0.225728418,0.451736062,17,3,51,1,1,1,0,1,0,0.960516432,0.040617014,0.002702064,0.307838983,3,22,3,66,1,1,1,1,1,0,1.289916527,0.363090857,0.012000461,1.025,29,17,3,51,2,1,1,1,1,1,1.251970869,0.714010189,0.012101868,0.923728814,54,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.189576423,0.251823054,0.00341455,0.56779661,34,22,1,22,1,1,1,1,1,0,0.817951429,0.279680691,0.009480701,0.720338983,6,
677,ok,224,7,5,5,1.428750715,0.217388658,1.916905427,2.035153631,0.197033504,0.865455858,17,3,51,1,1,1,0,1,0,1.570700862,1.35511954,0.090149902,0.440889831,5,22,3,66,1,1,1,1,1,0,1.373258328,1.110717581,0.036710157,1.454661017,42,17,3,51,2,1,1,1,1,1,1.38616269,0.929580824,0.015755607,0.584745763,34,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,2,1,1,1,1,1,1.3749429,1.133387389,0.015367965,0.106779661,0,22,1,22,1,1,1,1,1,0,0.738995389,30.94474015,1.048974242,0.720338983,6,
1144,ok,224,7,5,5,1.801817496,0.58189144,0.653989182,1.233698008,0.831637911,0.674514861,12,3,36,3,1,1,1,1,2,1.815508407,4.930088614,0.327976234,0.307838983,3,22,3,66,1,1,1,1,1,0,1.27217323,0.222934393,0.007368171,0.958898305,27,22,3,66,1,1,1,1,1,0,0.702826582,0.005802794,9.84E-05,0.330508475,19,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,0.807875135,0.014674396,0.000198975,0.161016949,4,22,1,22,1,1,1,1,1,0,0.912104682,0.162173173,0.005497396,0.788135593,8,
1231,ok,224,7,5,5,1.278404119,0.259480524,0.689821929,1.276733542,0.50922198,0.520102475,17,3,51,2,1,1,1,1,1,5.077363571,7.44458183,0.495253961,0.108262712,0,22,3,66,1,1,1,1,1,0,1.284157249,0.292105289,0.009654327,0.991949153,28,17,3,51,2,1,1,1,1,1,1.267636393,0.499279191,0.008462359,0.855932203,50,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,0.840001675,0.021486611,0.000291344,0.120338983,1,22,1,22,1,1,1,1,1,0,0.902287789,0.260111691,0.008817345,0.822033898,9,
1464,ok,224,7,5,5,1.413079867,0.440162208,0.447073328,1.182214158,0.841181012,0.888845236,12,3,36,3,1,1,1,1,2,2.268627812,2.883593791,0.191832299,0.241313559,2,22,3,66,1,1,1,1,1,0,1.250416694,0.129780476,0.004289355,0.628389831,17,22,3,66,1,1,1,1,1,0,0.516418938,0.002370614,4.02E-05,0.313559322,18,0,2,0,0,0,0,0,0,0,0,0,0,,,17,2,34,1,1,1,0,1,0,0.674760504,0.012053734,0.00016344,0.106779661,0,22,1,22,1,1,1,1,1,0,0.866329537,0.152533632,0.005170632,0.754237288,7,
1516,ok,224,7,5,5,2.244863055,0.078617166,1.343345572,0.515590085,0.571870302,0.254803084,17,3,51,1,1,1,0,1,0,3.236418057,8.154219909,0.542462935,0.108262712,0,17,3,51,2,1,1,1,1,1,1.128856469,15.98154007,0.528203443,0.330932203,8,22,3,66,1,1,1,1,1,0,1.034404126,0.244613019,0.004145983,0.279661017,16,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,1.034916865,1.067817289,0.014478878,0.581355932,35,12,1,12,2,1,1,0,1,1,5.049114163,15.02936133,0.509469876,2.347457627,54,
554,ok,223,10,6,6,2.491022165,1.956491106,0.560510133,1.577455574,0.861246535,0.706296432,12,3,36,3,1,1,1,1,2,3.419514614,3.698979523,0.24607618,0.174788136,1,17,3,51,2,1,1,1,1,1,1.411872235,0.186783973,0.006173369,1.818220339,53,22,3,66,1,1,1,1,1,0,0.576568634,0.001400969,2.37E-05,0.703389831,41,15,2,30,1,1,1,0,0,0,0.573499016,2.86E-05,7.04E-07,2.463135593,57,10,2,20,2,1,1,0,0,1,0.586345783,0.000129451,1.76E-06,0.825423729,53,20,1,20,1,1,1,1,0,0,0.574496248,2.70E-05,9.15E-07,1.601694915,32,
802,ok,223,6,5,5,1.825911678,2.13146677,0.61040542,2.391127882,0.855792042,0.970654123,12,3,36,2,1,1,0,1,1,3.491493217,2.351683359,0.156446732,0.174788136,1,20,3,60,1,1,1,1,0,0,0.398899953,0.000290876,9.61E-06,0.363983051,9,22,3,66,1,1,1,1,1,0,0.504998918,0.000590926,1.00E-05,0.720338983,42,0,2,0,0,0,0,0,0,0,0,0,0,,,22,2,44,1,1,1,1,1,0,0.574172002,0.001582748,2.15E-05,0.296610169,14,17,1,17,1,1,1,0,1,0,0.54070863,0.073556003,0.002493424,0.516949153,0,
1593,ok,223,5,4,4,1.318331267,3.914096071,1.052244402,1.367345664,0.317941831,0.667623765,17,3,51,2,1,1,1,1,1,1.8454493,2.704577943,0.179923194,0.241313559,2,22,3,66,1,1,1,1,1,0,0.982157446,0.001119473,3.70E-05,1.15720339,33,22,3,66,1,1,1,1,1,0,0.916345436,0.00191424,3.24E-05,0.720338983,42,0,2,0,0,0,0,0,0,0,0,0,0,,,20,2,40,1,1,1,1,0,0,0.920827924,0.000555384,7.53E-06,0.513559322,30,0,1,0,0,0,0,0,0,0,0,0,0,,,
264,ok,223,4,4,4,1.235629841,0.237013125,0.192089173,2.016286874,0.547106957,0.250550229,17,3,51,1,1,1,0,1,0,0.68764926,0.002754101,0.000183218,0.241313559,2,22,3,66,1,1,1,1,1,0,0.322277422,0.000525418,1.74E-05,0.363983051,9,22,3,66,1,1,1,1,1,0,0.176006769,0.001384709,2.35E-05,0.279661017,16,0,2,0,0,0,0,0,0,0,0,0,0,,,20,2,40,1,1,1,1,0,0,0.182892249,0.000283828,3.85E-06,0.622033898,38,0,1,0,0,0,0,0,0,0,0,0,0,,,
266,ok,223,4,4,4,1.838421856,0.175750433,0.10548436,1.113949323,0.523524082,0.257441861,17,3,51,1,1,1,0,1,0,0.654174597,0.00273834,0.000182169,0.241313559,2,22,3,66,1,1,1,1,1,0,1.286228991,0.150166626,0.004963134,1.091101695,31,22,3,66,1,1,1,1,1,0,0.155219978,0.001194727,2.02E-05,0.211864407,12,0,2,0,0,0,0,0,0,0,0,0,0,,,20,2,40,1,1,1,1,0,0,0.180183826,0.000688596,9.34E-06,0.405084746,22,0,1,0,0,0,0,0,0,0,0,0,0,,,
419,ok,223,4,4,4,1.423758371,0.279872251,0.116455644,2.239472366,0.21400607,0.40420741,17,3,51,1,1,1,0,1,0,0.575111124,0.003561294,0.000236917,0.174788136,1,22,3,66,1,1,1,1,1,0,0.5675551,0.00365207,0.000120704,0.694491525,19,22,3,66,1,1,1,1,1,0,0.145955278,0.000618559,1.05E-05,0.669491525,39,0,2,0,0,0,0,0,0,0,0,0,0,,,20,2,40,1,1,1,1,0,0,0.134584762,0.000434592,5.89E-06,0.405084746,22,0,1,0,0,0,0,0,0,0,0,0,0,,,
1674,ok,223,4,4,4,1.614660371,0.286374471,0.1641976,2.122484704,0.393905492,0.307836732,17,3,51,1,1,1,0,1,0,0.552902006,0.003633944,0.00024175,0.241313559,2,22,3,66,1,1,1,1,1,0,0.476125832,0.002015591,6.66E-05,0.562288136,15,22,3,66,1,1,1,1,1,0,0.166855251,0.001361791,2.31E-05,0.398305085,23,0,2,0,0,0,0,0,0,0,0,0,0,,,20,2,40,1,1,1,1,0,0,0.166236548,0.000364896,4.95E-06,0.581355932,35,0,1,0,0,0,0,0,0,0,0,0,0,,,
